"code","type","floor","status","companyName","companyNameEng","shortName","listedDate","delistedDate","companyId","isin","indexCode"
"BWA","STOCK","UPCOM","listed","Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc ","Bao Loc Supply Sewerage and Construction Joint Stock Company","C.thoát nc Bảo Lộc","2010-06-14",,"1581","VN000000BWA6",
"CNN","STOCK","UPCOM","listed","Công ty cổ phần Tư vấn công nghệ, thiết bị và kiểm định xây dựng - CONINCO","Consultant and Inspection Joint stock company of Construction Technology and Equipment - CONINCO","Tư vấn XD CONINCO","2016-06-01",,"1624","VN000000CNN6",
"DPH","STOCK","UPCOM","listed","Công ty cổ phần Dược phẩm Hải Phòng","Hai Phong Pharmaceutical Joint Stock Company","Dược phẩm H.Phòng","2017-01-20",,"1640","VN000000DPH1",
"SBL","STOCK","UPCOM","listed","Công ty cổ phần Bia Sài Gòn - Bạc Liêu","Saigon Baclieu Beer Joint Stock Company","Bia SG Bạc Liêu","2017-01-23",,"1673","VN000000SBL1",
"BT6","STOCK","UPCOM","listed","Công ty Cổ phần Beton 6","Beton 6 Corporation","CTCP Beton 6","2017-03-06",,"215","VN000000BT67",
"KTL","STOCK","UPCOM","listed","Công ty Cổ phần kim khí Thăng Long ","Thang Long metal wares joint stock company","Kim khí Thăng Long","2015-01-14",,"237","VN000000KTL0",
"LM3","STOCK","UPCOM","listed","Công ty Cổ phần Lilama 3 ","Lilama 3 Joint Stock Company","CTCP Lilama 3","2015-06-01",,"1686","VN000000LM39",
"VAB","STOCK","UPCOM","listed","Ngân hàng Thương mại Cổ phần Việt Á","Vietnam Asia Comercial Joinstock Bank","Ngân hàng Việt Á","2021-07-20",,"256","VN000000VAB8",
"SJG","STOCK","UPCOM","listed","Tổng Công ty Sông Đà - CTCP","Song Da Corporation","Tổng CT Sông Đà","2018-02-12",,"257","VN000000SJG4",
"MRF","STOCK","UPCOM","listed","Công ty cổ phần Merufa","Merufa Joint Stock Company","CTCP Merufa","2017-12-12",,"1696","VN000000MRF2",
"VSP","STOCK","UPCOM","listed","Công ty Cổ phần Vận tải biển và Bất động sản Việt Hải ","Viet Hai Shipping And Real Properties Corporation","V.tải biển Việt Hải","2012-07-06",,"281","VN000000VSP0",
"BTC","STOCK","UPCOM","delisted","Công ty Cổ phần cơ khí và xây dựng Bình Triệu ","Binh Trieu Construction and Engineering Joint Stock Company","Cơ khí Bình Triệu","2009-07-28","2020-03-16","282","VN000000BTC8",
"TTP","STOCK","UPCOM","listed","Công ty Cổ phần Bao bì Nhựa Tân Tiến","Tan Tien Plastic Packaging Joint Stock Company","Nhựa Tân Tiến","2017-03-15",,"288","VN000000TTP2",
"FTM","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Phát triển Đức Quân","Duc Quan Investment and Development Joint Stock Company","ĐTPT Đức Quân","2022-05-26",,"1843","VN000000FTM8",
"GER","STOCK","UPCOM","listed","Công ty Cổ phần Thể thao Ngôi sao Geru","Geru Star Sport Joint Stock Company","Thể thao Geru","2010-06-01",,"1856","VN000000GER7",
"SHC","STOCK","UPCOM","listed","Công ty Cổ phần Hàng hải Sài Gòn","Saigon Maritime Joint Stock Company","Hàng hải Sài Gòn","2017-10-13",,"340","VN000000SHC7",
"FHS","STOCK","UPCOM","listed","Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA","Ho Chi Minh City Book Distribution Corporation","FAHASA","2018-11-01",,"1942","VN000000FHS0",
"DCT","STOCK","UPCOM","listed","Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai ","Dongnai Roofsheet & Construction Material Joint Stock Company","Lợp VLXD Đồng Nai","2016-04-07",,"354","VN000000DCT4",
"VMI","STOCK","UPCOM","delisted","Công ty Cổ phần Khoáng sản và Đầu tư VISACO","VISACO MINERAL AND INVESTMENT JOINT STOCK COMPANY","K.sản Đ.tư VISACO","2021-07-02","2022-09-16","1961","VN000000VMI8",
"SBD","STOCK","UPCOM","listed","Công ty cổ phần Công nghệ Sao Bắc Đẩu","SaoBacDau Technologies Corporation","Công nghệ Sao Bắc Đẩu","2017-02-16",,"2040","VN000000SBD8",
"TR1","STOCK","UPCOM","listed","Công ty Cổ phần Vận tải 1 Traco","Traco Transport Joint Stock Corporation No.1","Vận tải 1 Traco","2020-08-24",,"10503","VN000000TR10",
"TAW","STOCK","UPCOM","listed","Công ty Cổ phần Cấp nước Trung An","Trung An Water Supply Joint Stock Company","Cấp nc Trung An","2016-07-29",,"4723","VN000000TAW8",
"VGG","STOCK","UPCOM","listed","Tổng Công ty Cổ phần may Việt Tiến ","Viet Tien garment joint stock corporation","May Việt Tiến","2016-03-10",,"2058","VN000000VGG4",
"GQN","STOCK","UPCOM","delisted","Công ty cổ phần Giống Thủy sản Quảng Nam","Quang Nam Aquaculture Joint Stock Company","Giống thủy sản Quảng Nam","2020-01-09","2022-04-01","10520","VN000000GQN0",
"DWC","STOCK","UPCOM","listed","Công ty Cổ phần Cấp nước Đắk Lắk","DAKLAK WATER SUPPLY JOINT STOCK COMPANY","CTCP Cấp nước Đắk Lắk","2021-12-22",,"10556","VN000000DWC8",
"HSP","STOCK","UPCOM","listed","Công ty cổ phần Sơn Tổng hợp Hà Nội","Hanoi Synthetic Paint Joint Stock Company","Sơn Tổng hợp Hà Nội","2020-03-30",,"10557","VN000000HSP9",
"DKH","STOCK","UPCOM","delisted","Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ","Hau Giang Register JSC","Đăng kiểm GT Thủy bộ","2020-03-23","2022-04-01","10570","VN000000DKH2",
"TTS","STOCK","UPCOM","listed","Công ty cổ phần Cán thép Thái Trung","Thai Trung Steel Joint stock company","Cán thép Th.Trung","2017-05-17",,"4729","VN000000TTS6",
"VGL","STOCK","UPCOM","listed","Công ty cổ phần Mạ kẽm công nghiệp Vingal - Vnsteel","Vingal - Vnsteel Industries Joint Stock Company","Mạ kẽm Vingal","2016-08-15",,"4731","VN000000VGL4",
"SD1","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 1","Song Da 1 Joint Stock Company","CTCP Sông Đà 1","2015-06-08",,"2102","VN000000SD17",
"VIA","STOCK","UPCOM","delisted","Công ty Cổ phần VIAN","VIAN Joint stock company",,"2010-04-20","2012-05-28","2755",,
"DNR","STOCK","UPCOM","delisted","Công ty cổ phần Đường sắt Quảng Nam - Đà Nẵng","Quang Nam - Da Nang Rail way Joint Stock Company","Đ.sắt Quảng Nam","2016-06-24","2021-07-19","4758","VN000000DNR5",
"STH","STOCK","UPCOM","listed","Công ty cổ phần phát hành sách Thái Nguyên","Thai Nguyen Book Distribution Joint Stock Company","Sách Thái Nguyên","2020-03-17",,"10632","VN000000STH1",
"LCC","STOCK","UPCOM","listed","CTCP Xi măng Hồng Phong","Lang Sơn Cenmens Jont Stock Company","Xi măng Hồng Phong","2010-05-06",,"2764","VN000000LCC3",
"BEL","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN ĐIỆN TỬ BIÊN HÒA","VIETTRONICS BIEN HOA JOINT STOCK COMPANY","Điện tử Biên Hòa","2016-07-12",,"4782","VN000000BEL1",
"VNB","STOCK","UPCOM","listed","Công ty cổ phần Sách Việt Nam","VIET NAM BOOKS JOINT STOCK COMPANY","Sách Việt Nam","2016-07-15",,"4784","VN000000VNB1",
"NLS","STOCK","UPCOM","listed","Công ty cổ phần Cấp thoát nước Lạng Sơn","Lang Son water supply and drainage jointstock company","C.thoát nc L.Sơn","2016-07-29",,"4800","VN000000NLS6",
"MA1","STOCK","UPCOM","listed","CÔNG TY CỔ PHẦN THIẾT BỊ","MACHINERY JOINT STOCK COMPANY","CTCP THIẾT BỊ","2020-06-29",,"10679","VN000000MA16",
"S96","STOCK","UPCOM","listed","Công ty Cổ phần Sông Đà 9.06","Song Da No 9.06 Joint Stock Company","CTCP Sông Đà 9.06","2014-08-21",,"2201","VN000000S966",
"CNA","STOCK","UPCOM","listed","Công ty Cổ phần Tổng công ty Chè Nghệ An","Nghe An Tea Corporation Joint Stock Company","Chè Nghệ An","2021-12-09",,"14117","VN000000CNA3",
"PPT","STOCK","UPCOM","listed","Petro Times","PETRO TIMES JOINT STOCK COMPANY",,"2022-06-17",,"14231","VN000000PPT0",
"HPB","STOCK","UPCOM","listed","Công ty Cổ phần Bao bì PP","PP Pack Marking Joint Stock Company","CTCP Bao bì PP","2013-12-12",,"2775","VN000000HPB5",
"PXT","STOCK","UPCOM","listed","Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí","Petroleum Pipeline & Tank Construction Joint Stock Company","X.lắp Đ.ống D.khí","2021-06-09",,"2798","VN000000PXT4",
"PXS","STOCK","UPCOM","listed","Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí","Petroleum Equipment Assembly And Metal Structure Joinstock Company","Lắp máy D.khí","2022-07-08",,"2801","VN000000PXS6",
"LDW","STOCK","UPCOM","listed","Công ty cổ phần Cấp thoát nước Lâm Đồng","Lam Dong Water Supply And Sewerage Joint Stock Company","Cấp thoát nước Lâm Đồng","2018-03-16",,"2812","VN000000LDW9",
"ICI","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp","Industrial Construction and Investment Joint stock company","ĐT&XD Công nghiệp","2010-07-06",,"2828","VN000000ICI6",
"KHA","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội","Khanh Hoi Investment And Services Corporation","Dịch vụ Khánh Hội","2018-05-11",,"468","VN000000KHA8",
"VIR","STOCK","UPCOM","listed","Công ty Cổ phần Du lịch Quốc tế Vũng Tàu ","Vung Tau Intourco Resort Joint Stock Company","D.lịch Q.tế V.Tàu","2010-07-01",,"2831","VN000000VIR7",
"QNC","STOCK","UPCOM","listed","Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh","Quang Ninh Construction and Cement Joint Stock Company","Xi măng Quảng Ninh","2020-10-06",,"2221","VN000000QNC9",
"VCT","STOCK","UPCOM","listed","Công ty Cổ phần Tư vấn Xây dựng Vinaconex","Vinaconex's Construction Consultant Joint Stock Company","XD Vinaconex","2010-07-15",,"2843","VN000000VCT6",
"TTV","STOCK","UPCOM","delisted","Công ty cổ phần Thông tin Tín hiệu Đường sắt Vinh","Vinh Railway Signalling - Telecom Joint Stock Company","Tín hiệu Đ.sắt Vinh","2016-10-10","2021-06-10","4874","VN000000TTV0",
"GTD","STOCK","UPCOM","listed","Công ty cổ phần Giầy Thượng Đình","Thuongdinh Footwear Joint Stock Company","Giầy Thượng Đình","2016-12-16",,"4892","VN000000GTD5",
"NNB","STOCK","UPCOM","delisted","Công ty cổ phần Cấp thoát nước Ninh Bình","Ninh Binh Water Supply And Sewerage Joint Stock Company","C.thoát nc N.Bình","2016-10-20","2021-11-09","4901","VN000000NNB8",
"CQT","STOCK","UPCOM","listed","Công Ty Cổ Phần Xi Măng Quán Triều VVMI","VVMI Quan Trieu Cement Joint Stock Company","Quán Triều VVMI","2016-11-01",,"4918","VN000000CQT6",
"B82","STOCK","UPCOM","listed","Công ty Cổ phần 482","Joint - Stock Company No 482","CTCP 482","2018-08-31",,"2281","VN000000B822",
"HPP","STOCK","UPCOM","listed","Công ty Cổ phần Sơn Hải Phòng ","Hai Phong Paint Join Stock Company","CTCP Sơn Hải Phòng","2010-08-05",,"2896","VN000000HPP5",
"BVG","STOCK","UPCOM","listed","Công ty Cổ phần Group Bắc Việt","Bac Viet Group Joint Stock Company","Thép Bắc Việt","2015-11-20",,"2900","VN000000BVG5",
"DNH","STOCK","UPCOM","listed","Công ty cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi","Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company","Th.điện Đa Nhim","2017-06-19",,"2908","VN000000DNH6",
"RTB","STOCK","UPCOM","listed","Công ty cổ phần Cao su Tân Biên","TANBIEN RUBBER JOINT STOCK COMPANY","Cao su Tân Biên","2016-11-07",,"4924","VN000000RTB6",
"MTG","STOCK","UPCOM","listed","Công ty Cổ phần MT GAS","MT GAS Joint Stock Company","CTCP MT GAS","2015-06-25",,"601","VN000000MTG6",
"ALV","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng ALVICO","ALVICO Construction Joint Stock Company","CTCP ALVICO","2019-06-21",,"2978","VN000000ALV7",
"BVL","STOCK","UPCOM","listed","Công ty Cổ phần BV Land","BV Land Joint Stock Company","BV Land","2021-06-11",,"870","VN000000BVL5",
"EMG","STOCK","UPCOM","listed","Công ty Cổ Phần Thiết Bị Phụ Tùng Cơ điện","Electrical Mechanical Equipment And Spare Parts Joint Stock Company","Phụ tùng Cơ điện","2017-02-16",,"5167","VN000000EMG8",
"IFS","STOCK","UPCOM","listed","Công ty Cổ phần Thực phẩm Quốc Tế","Interfood Shareholding Company","Thực phẩm Quốc tế","2016-11-16",,"916","VN000000IFS8",
"LKW","STOCK","UPCOM","listed","Công ty Cổ phần Cấp nước Long Khánh","Long Khanh Water Supply Joint Stock Company","Cấp nc Long Khánh","2012-07-04",,"3498","VN000000LKW4",
"PEC","STOCK","UPCOM","listed","Công ty Cổ phần Cơ khí Điện lực","Power Engineering Joint Stock Company","Cơ khí Điện lực","2010-10-06",,"3011","VN000000PEC0",
"V11","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng số 11","Viet Nam Construction Joint Stock Company No11","Xây dựng số 11","2013-01-16",,"2411","VN000000V119",
"ICN","STOCK","UPCOM","listed","Công ty Cổ phần Đầu Tư Xây Dựng Dầu Khí IDICO ","IDICO Investment Construction Oil And Natural Gas Joint Stock Company","Dầu Khí IDICO","2015-06-12",,"985","VN000000ICN6",
"PPH","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Phong Phú","Phong Phu Corporation","TCTCP Phong Phú","2017-08-23",,"2421","VN000000PPH5",
"PTK","STOCK","UPCOM","delisted","Công ty Cổ phần Luyện Kim Phú Thịnh","Phu Thinh Metallurgy Joint Stock Company","L.Kim Phú Thịnh","2016-03-15","2021-06-17","3571","VN000000PTK1",
"SPH","STOCK","UPCOM","listed","Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội","Ha Noi seaproducts import export joint stock company","Thủy sản Hà Nội","2014-05-20",,"994","VN000000SPH9",
"CMW","STOCK","UPCOM","listed","Công ty Cổ phần cấp nước Cà Mau","Ca Mau Water Supply Joint Stock Company","Cấp nước Cà Mau","2017-04-10",,"5246","VN000000CMW9",
"PXL","STOCK","UPCOM","listed","Công ty cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn","Long Son Petroleum Industrial Zone Investment Joint Stock Company","KCN Dầu khí Long Sơn","2016-05-23",,"3056","VN000000PXL1",
"CPA","STOCK","UPCOM","listed","Công ty Cổ phần Cà phê Phước An","Phuoc An Coffee Joint Stock Company","Cà phê Phước An","2019-12-30",,"5266","VN000000CPA8",
"SDP","STOCK","UPCOM","listed","Công ty cổ phần SDP","SDP Joint Stock Company","CTCP SDP","2019-03-01",,"2453","VN000000SDP8",
"VFS","STOCK","UPCOM","listed","Công ty cổ phần chứng khoán Nhất Việt","Viet First Securities Corporation","CK Nhất Việt","2020-07-01",,"3613","VN000000VFS1",
"BHC","STOCK","UPCOM","listed","Công ty Cổ phần Bê tông Biên Hòa ","Bien Hoa Concrete Joint Stock Company","Bê tông Biên Hòa","2015-04-10",,"2462","VN000000BHC3",
"TTJ","STOCK","UPCOM","delisted","Công ty Cổ phần Thủy Tạ","Thuy Ta Joint Stock Company","CTCP Thủy Tạ","2017-06-20","2021-01-18","5305","VN000000TTJ5",
"CLX","STOCK","UPCOM","listed","Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn (Cholimex)","Cho Lon Investment and Import Export Corporation (Cholimex)","XNK & Đ.tư Chợ Lớn","2017-03-01",,"2488","VN000000CLX9",
"BHT","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC ","Bach Dang TMC Construction Investment Joint Stock Company","XD Bạch Đằng TMC","2018-06-08",,"3104","VN000000BHT7",
"MTH","STOCK","UPCOM","listed","Công ty Cổ phần Môi trường Đô thị Hà Đông","Ha Dong Environment Public Service Joint Stock Company","Đô thị Hà Đông","2011-02-10",,"3116","VN000000MTH4",
"TMG","STOCK","UPCOM","listed","Công ty cổ phần Kim loại màu Thái Nguyên - Vimico","Thainguyen Non Ferous Metals Joint Stock Company","K.loại Thái Nguyên","2017-02-07",,"3751","VN000000TMG6",
"NHV","STOCK","UPCOM","listed","Công ty Cổ phần Sức khoẻ Hồi sinh Việt Nam","Nirvana Health Vietnam Joint Stock Company","Đầu tư NHV","2017-06-14",,"5336","VN000000NHV8",
"VAV","STOCK","UPCOM","listed","Công ty cổ phần VIWACO","VIWACO Joint Stock Company","VIWACO","2017-07-26",,"5344","VN000000VAV6",
"HTG","STOCK","UPCOM","listed","Tổng Công ty Cổ phần Dệt may Hòa Thọ","Hoa Tho Textile - Garment joint stock corporation","Dệt May Hòa Thọ","2017-06-14",,"3803","VN000000HTG6",
"THN","STOCK","UPCOM","listed","Công ty cổ phần Cấp nước Thanh Hóa","Thanh Hoa Water Supply Joint Stock Company","Cấp nc Thanh Hóa","2017-10-05",,"5356","VN000000THN2",
"VGI","STOCK","UPCOM","listed","Tổng Công ty cổ phần Đầu tư Quốc tế Viettel","Viettel Global Investment Joint Stock Company","Đ.tư Q.tế Viettel","2018-09-25",,"3805","VN000000VGI0",
"AFC","STOCK","UPCOM","delisted","Công ty cổ phần Nông Lâm Nghiệp Bình Dương","Binh Duong Agriculture and Forestry Joint stock company","Nông Lâm Bình Dg","2017-06-12","2020-05-26","5388","VN000000AFC9",
"AC4","STOCK","UPCOM","delisted","Công ty cổ phần ACC - 244","ACC - 244 Joint Stock Company","CTCP ACC - 244","2017-02-08","2021-06-08","3891","VN000000AC42",
"HNE","STOCK","UPCOM","delisted","Công ty Cổ phần Hanel","Hanel Joint Stock Company","Hanel","2020-02-13","2022-04-01","3203","VN000000HNE4",
"CI5","STOCK","UPCOM","listed","Công ty Cổ phần Đầu tư Xây dựng số 5","No.5 Construction Investment Joint Stock Company","Xây dựng số 5","2011-07-01",,"3209","VN000000CI51",
"PXC","STOCK","UPCOM","listed","Công ty cổ phần Phát triển Đô thị Dầu khí","PetroVietnam Urban Development Joint Stock Company","P.triển Đô thị DK","2017-02-09",,"3921","VN000000PXC0",
"CAT","STOCK","UPCOM","listed","Công ty Cổ phần Thủy sản Cà Mau","Ca Mau Joint Stock Seafoods Company","Thủy sản Cà Mau","2018-03-23",,"3923","VN000000CAT0",
"HC3","STOCK","UPCOM","listed","Công ty Cổ phần Xây dựng số 3 Hải Phòng","HaiPhong Construction Joint Stock Company No3","XD số 3 Hải Phòng","2017-07-11",,"3934","VN000000HC37",
"JOS","STOCK","UPCOM","listed","Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải","Minh Hai Export Frozen Seafood Processing Joint – Stock Company","Th.sản XK Minh Hải","2017-07-28",,"5464","VN000000JOS8",
"NAW","STOCK","UPCOM","listed","Công ty Cổ phần Cấp nước Nghệ An","Nghe An Water Supply Joint Stock Company","Cấp nc Nghệ An","2017-08-04",,"5467","VN000000NAW1",
"VEE","STOCK","UPCOM","delisted","Công ty Cổ phần Thiết bị điện Cẩm Phả","Cam Pha Eletrical Equipment Joint Stock Company","T.bị điện Cẩm Phả","2017-01-09","2020-01-21","3974","VN000000VEE4",
"TBN","STOCK","UPCOM","delisted","Công ty Cổ phần Thoát nước và Xử lý nước thải Bắc Ninh","Bac Ninh Sewerage and Wastewater Treatment Joint Stock Company","Xử lý nc Bắc Ninh","2017-09-21","2019-04-11","5471","VN000000TBN5",
"HJC","STOCK","UPCOM","listed","Công ty Cổ phần Hòa Việt ","HOAVIET JOINSTOCK COMPANY","CTCP Hòa Việt","2015-10-14",,"3976","VN000000HJC6",
"NED","STOCK","UPCOM","listed","Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc","North-West Electric Investment And Development Joint Stock Company","Điện Tây Bắc","2017-08-18",,"5487","VN000000NED3",
"MIE","STOCK","UPCOM","listed","Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP","Machines and Industrial Equipment Corporation","Máy T.bị C.nghiệp","2017-12-15",,"3293","VN000000MIE4",
"TTN","STOCK","UPCOM","listed","Công ty Cổ phần Công nghệ và Truyền thông Việt Nam","Vietnam Technology & Telecommunication Joint Stock Company","Truyền thông VN","2017-04-19",,"3987","VN000000TTN7",
