"code","type","floor","status","companyName","companyNameEng","shortName","listedDate","delistedDate","companyId","isin","indexCode"
"VIC","STOCK","HOSE","listed","Tập đoàn VINGROUP - CTCP","VINGROUP Joint Stock Company","Tập đoàn VINGROUP","2007-09-19",,"1627","VN000000VIC9","VN30"
"HCM","STOCK","HOSE","listed","Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh","Ho Chi Minh City Securities Corporation","Chứng khoán HSC","2009-05-19",,"203","VN000000HCM0",
"MHC","STOCK","HOSE","listed","Công ty Cổ phần MHC","MHC JOINT STOCK COMPANY","CTCP MHC","2005-03-21",,"205","VN000000MHC0",
"DIG","STOCK","HOSE","listed","Tổng công ty Đầu tư phát triển Xây dựng","Development Investment Construction Joint Stock Company","TCT ĐTPT Xây dựng","2009-08-19",,"274","VN000000DIG8",
"DBD","STOCK","HOSE","listed","Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar)","BinhDinh Pharmaceutical and Medical Equipment Joint Stock Company (Bidiphar)","Dược Bidiphar","2018-06-15",,"1799","VN000000DBD0",
"PPC","STOCK","HOSE","listed","Công ty Cổ phần Nhiệt điện Phả Lại ","Pha Lai Thermal Power Joint Stock Company","Nh.điện Phả Lại","2007-01-26",,"283","VN000000PPC6",
"RDP","STOCK","HOSE","listed","Công ty cổ phần Rạng Đông Holding","Rang Dong Holding Joint Stock Company","Rạng Đông Holding","2009-09-22",,"294","VN000000RDP0",
"KHP","STOCK","HOSE","listed","Công ty Cổ phần Điện lực Khánh Hòa","Khanh Hoa Power Joint Stock Company","Điện lực Khánh Hòa","2006-12-27",,"300","VN000000KHP6",
"VOS","STOCK","HOSE","listed","Công ty Cổ phần Vận tải biển Việt Nam ","Viet Nam Ocean Shipping Joint Stock Company","Vận tải biển VN","2010-09-08",,"302","VN000000VOS3",
"HAP","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn HAPACO","HAPACO Joint Stock Company","Tập đoàn HAPACO","2021-09-06",,"318","VN000000HAP7",
"HVX","STOCK","HOSE","listed","Công ty Cổ phần xi măng Vicem Hải Vân ","Hai Van Cement Joint Stock Company","Xi măng Hải Vân","2010-09-28",,"326","VN000000HVX7",
"NAV","STOCK","HOSE","listed","Công ty Cổ phần Nam Việt ","Nam Viet Joint Stock Company ","CTCP Nam Việt","2006-12-22",,"379","VN000000NAV3",
"LHG","STOCK","HOSE","listed","Công ty Cổ phần Long Hậu ","Long Hau Corporation","CTCP Long Hậu","2010-03-23",,"2720","VN000000LHG3",
"TNA","STOCK","HOSE","listed","Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam","Thien Nam Trading & Import-Export Corporation","XNK Thiên Nam","2005-07-20",,"398","VN000000TNA7",
"DRH","STOCK","HOSE","listed","Công ty Cổ phần DRH Holdings","DRH Holdings JSC","CTCP DRH Holdings","2010-07-26",,"2727","VN000000DRH7",
"AGM","STOCK","HOSE","listed","Công ty Cổ phần xuất nhập khẩu An Giang","An Giang import export joint stock company","CTCP XNK An Giang","2012-12-14",,"2056","VN000000AGM6",
"CCI","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi","CuChi Commercial And Industrial Developing Investment Joint Stock Company","Thương mại Củ Chi","2010-04-15",,"2749","VN000000CCI9",
"VTO","STOCK","HOSE","listed","Công ty Cổ phần Vận tải xăng dầu VITACO","Vietnam Tanker Joint Stock Company","V.tải X.dầu VITACO","2007-10-09",,"438","VN000000VTO1",
"CDC","STOCK","HOSE","listed","Công ty Cổ phần Chương Dương","Chuong Duong  Joint Stock Company","CTCP Chương Dương","2010-09-13",,"2080","VN000000CDC0",
"PSH","STOCK","HOSE","listed","Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu","NAM SONG HAU TRADING INVESTING PETROLEUM JOINT STOCK COMPANY","Dầu khí Nam Sông Hậu","2020-06-24",,"10571","VN000000PSH9",
"PGD","STOCK","HOSE","listed","Công ty Cổ phần Phân phối khí Thấp áp Dầu khí Việt Nam","Petro Vietnam Low Pressure Gas Distribution Joint Stock Company","P.phối khí thấp áp","2009-11-26",,"2095","VN000000PGD3",
"OGC","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Đại Dương ","Ocean Group.,JSC","Tập đoàn Đại Dương","2010-05-04",,"2752","VN000000OGC8",
"CHP","STOCK","HOSE","listed","Công ty Cổ phần Thủy điện miền Trung","Central Hydropower Joint Stock Company","Th.điện M.Trung","2016-09-29",,"2757","VN000000CHP3",
"GEX","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Gelex","Gelex Group Joint Stock Company","Tập đoàn Gelex","2018-01-18",,"2214","VN000000GEX5",
"BCE","STOCK","HOSE","listed","Công ty Cổ phần Xây dựng và Giao thông Bình Dương","Binh Duong Construction And Civil Engineering Joint Stock Company","XD & GT Bình Dg","2010-06-28",,"2813","VN000000BCE0",
"STK","STOCK","HOSE","listed","Công ty Cổ phần Sợi thế kỷ ","CENTURY SYNTHETIC FIBER CORPORATION","CTCP Sợi thế kỷ","2015-09-30",,"2814","VN000000STK5",
"NHA","STOCK","HOSE","listed","Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội","Ha Noi South Housing And Urban Development Corporation","Đô thị Nam Hà Nội","2021-01-21",,"2832","VN000000NHA2",
"BMP","STOCK","HOSE","listed","Công ty Cổ phần nhựa Bình Minh","Binh Minh Plastics Joint-stock Company","Nhựa Bình Minh","2006-07-11",,"485","VN000000BMP5",
"STB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín","SaiGon Thuong Tin Commercial Joint Stock Bank","Sacombank","2006-07-12",,"499","VN000000STB4","VN30"
"TRI","STOCK","HOSE","delisted","Công ty Cổ phần Nước giải khát Sài Gòn-TRIBECO","Sai Gon Beverages Joint Stock Company",,"2001-12-28","2012-04-09","514",,
"RAL","STOCK","HOSE","listed","Công ty Cổ phần Bóng đèn Phích nước Rạng Đông ","Rang Dong Light Sources and Vacuum Flask Joint Stock Company","Phích Rạng Đông","2006-12-06",,"522","VN000000RAL5",
"SBT","STOCK","HOSE","listed","Công ty Cổ phần Thành Thành Công - Biên Hòa","Thanh Thanh Cong - Bien Hoa Joint Stock Company","Thành Thành Công - Biên Hòa","2008-02-25",,"2263","VN000000SBT4",
"PDR","STOCK","HOSE","listed","Công ty Cổ phần Phát triển Bất động sản Phát Đạt ","Phat Dat Real Estate Development Corp","Công ty Phát Đạt","2010-07-30",,"2893","VN000000PDR0","VN30"
"PAC","STOCK","HOSE","listed","Công ty Cổ phần Pin Ắc quy miền Nam","Dry Cell and Storage Battery Joint Stock Company","Pin miền Nam","2006-12-12",,"585","VN000000PAC8",
"BIC","STOCK","HOSE","listed","Tổng Công ty Cổ phần Bảo Hiểm Ngân hàng Đầu tư và Phát triển Việt Nam ","BIDV Insurance Corporation","Bảo hiểm BIDV","2011-09-06",,"2917","VN000000BIC1",
"VAF","STOCK","HOSE","listed","Công ty Cổ phần Phân lân nung chảy Văn Điển","Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company","Phân lân Văn Điển","2015-06-23",,"2951","VN000000VAF9",
"HVN","STOCK","HOSE","listed","Tổng Công ty Hàng không Việt Nam - CTCP","Vietnam Airlines JSC","Vietnam Airlines","2019-05-07",,"894","VN000000HVN8",
"GAS","STOCK","HOSE","listed","Tổng Công ty Khí Việt Nam - CTCP","PetroVietNam Gas Joint Stock Corporation","TCT Khí Việt Nam","2012-05-21",,"3461","VN000000GAS3","VN30"
"HQC","STOCK","HOSE","listed","Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân","Hoang Quan Consulting – Trading – Service Real Estate Corporation","Địa ốc Hoàng Quân","2010-10-20",,"3033","VN000000HQC1",
"ACC","STOCK","HOSE","listed","Công ty cổ phần Đầu tư và Xây dựng Bình Dương ACC","ACC Binh Duong Investment and Contstruction Joint Stock Company","Bình Dương ACC","2011-06-30",,"2428","VN000000ACC6",
"SRC","STOCK","HOSE","listed","Công ty Cổ phần Cao su Sao vàng","Sao Vang Rubber Joint Stock Company","Cao su Sao Vàng","2009-10-07",,"2451","VN000000SRC6",
"TDG","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư TDG GLOBAL","Thaiduong Petrol Joint stock company","Dầu khí Thái Dương","2017-06-15",,"5274","VN000000TDG5",
"HTL","STOCK","HOSE","listed","Công ty Cổ phần Kỹ thuật và Ô tô Trường Long","Truong Long Engineering And Auto Joint Stock Company","Ô tô Trường Long","2011-01-10",,"3083","VN000000HTL6",
"DHC","STOCK","HOSE","listed","Công ty Cổ phần Đông Hải Bến Tre ","Dong Hai Joint Stock Company of Bentre","Đông Hải Bến Tre","2009-07-23",,"2483","VN000000DHC9",
"TCM","STOCK","HOSE","listed","Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công ","Thanh Cong Textile Garment Investment Trading Joint Stock Company","May Thành Công","2007-10-15",,"1034","VN000000TCM5",
"BCG","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Bamboo Capital","Bamboo Capital Group Joint Stock Company","Bamboo Capital","2015-07-16",,"3668","VN000000BCG5",
"FCM","STOCK","HOSE","listed","Công ty Cổ phần Khoáng sản FECON ","FECON Mining Joint Stock Company","K.sản FECON","2013-05-15",,"3681","VN000000FCM4",
"PIT","STOCK","HOSE","listed","Công ty Cổ phần Xuất nhập khẩu Petrolimex","Petrolimex International Trading Joint Stock Company","XNK Petrolimex","2008-01-24",,"1049","VN000000PIT5",
"NHS","STOCK","HOSE","delisted","Công ty Cổ phần Đường Ninh Hòa","Ninh Hoa Sugar Joint Stock Company",,"2010-07-02","2015-10-27","1060",,
"HU3","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư và Xây dựng HUD3","HUD3 Investment And Construction Joint Stock Company","ĐT Xây dựng HUD3","2011-03-18",,"3154","VN000000HU35",
"APH","STOCK","HOSE","listed","Công ty cổ phần Tập đoàn An Phát Holdings","An Phat Holdings Joint Stock Company","An Phát Holdings","2020-07-28",,"5359","VN000000APH7",
"HII","STOCK","HOSE","listed","Công ty Cổ phần An Tiến Industries","An Phat - Yen Bai Mineral và Plastic Joint Stock Company","An Tiến Industries","2017-06-22",,"5401","VN000000HII5",
"FLC","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn FLC","FLC Group Joint Stock Company","Tập đoàn FLC","2013-08-06",,"3218","VN000000FLC6",
"SVT","STOCK","HOSE","listed","Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông","SAI GON VIENDONG TECHNOLOGY JOINT STOCK COMPANY","SG Viễn Đông","2011-10-05",,"3257","VN000000SVT2",
"MBB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Quân đội ","Military Commercial Joint Stock Bank","Ngân hàng Quân đội","2011-11-01",,"3274","VN000000MBB5","VN30"
"HNG","STOCK","HOSE","listed","Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai","Hoang Anh Gia Lai Agricultural Joint Stock Company","Nông nghiệp HAGL","2015-07-20",,"3978","VN000000HNG9",
"SGR","STOCK","HOSE","listed","Công ty Cổ phần Tổng Công ty Cổ phần Địa Ốc Sài Gòn","SaiGon Real Estate Group Joint Stock Company","Địa Ốc Sài Gòn","2018-01-15",,"4048","VN000000SGR7",
"VPI","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư Văn Phú - Invest","Van Phu - Invest Investment Joint Stock Company","Đầu tư Văn Phú","2018-06-29",,"5639","VN000000VPI1",
"HSL","STOCK","HOSE","listed","CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN THỰC PHẨM HỒNG HÀ","HONG HA FOOD INVESTMENT DEVELOPMENT JOINT STOCK COMPANY","Thực phẩm Hồng Hà","2018-05-10",,"5780","VN000000HSL8",
"MCV","STOCK","HOSE","delisted","Công ty Cổ phần Cavico Việt Nam Khai thác mỏ và Xây dựng ","Cavico Vietnam Mining and Construction JSC",,"2006-12-11","2012-05-11","1234",,
"HTN","STOCK","HOSE","listed","Công ty cổ phần Hưng Thịnh Incons","Hung Thinh Incons Joint Stock Company","Hưng Thịnh Incons","2018-11-12",,"5807","VN000000HTN2",
"SFI","STOCK","HOSE","listed","Công ty Cổ phần Đại lý Vận tải SAFI","Sea And Air Freight International","Đại lý V.tải SAFI","2006-12-29",,"1351","VN000000SFI8",
"APC","STOCK","HOSE","listed","Công ty Cổ phần Chiếu xạ An Phú","An Phu Irradiation Joint Stock Company","Chiếu xạ An Phú","2010-02-05",,"2689","VN000000APC8",
"TYA","STOCK","HOSE","listed","Công ty Cổ phần Dây và Cáp điện Taya Việt Nam ","Taya (VIET NAM) Electric Wire and Cable Joint Stock Company","Dây Cáp Taya VN","2006-02-15",,"375","VN000000TYA4",
"BTT","STOCK","HOSE","listed","Công ty Cổ phần Thương mại - Dịch vụ Bến Thành","Ben Thanh Trading And Service Joint Stock Company","Thương mại DV Bến Thành","2010-04-14",,"2747","VN000000BTT2",
"FTS","STOCK","HOSE","listed","Công ty Cổ phần Chứng khoán FPT","FPT Securities Joint Stock Company","Chứng khoán FPT","2017-01-13",,"2230","VN000000FTS5",
"SGT","STOCK","HOSE","listed","Công ty Cổ phần Công nghệ Viễn thông Sài Gòn","Sai Gon Telecommunication And Technologies Corporation","Viễn thông SG","2008-01-18",,"2231","VN000000SGT3",
"ACB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Á Châu","Asia Commercial Joint Stock Bank","Ngân hàng Á Châu","2020-12-09",,"527","VN000000ACB8","VN30"
"PVF","STOCK","HOSE","delisted","Tổng Công ty Tài chính cổ phần Dầu khí Việt Nam","PetroVietnam Finance Joint Stock Corporation",,"2008-11-03","2013-09-23","530",,
"VPL","STOCK","HOSE","delisted","Công ty Cổ phần Vinpearl","Vinpearl Joint Stock Company",,"2008-01-31","2011-12-23","2246",,
"VSI","STOCK","HOSE","listed","Công ty Cổ phần đầu tư và xây dựng cấp thoát nước","Water Supply Sewerage Construction And Investment Joint Stock Company","Đ.tư XD C.thoát nc","2010-12-24",,"2247","VN000000VSI5",
"PDN","STOCK","HOSE","listed","Công ty Cổ phần Cảng Đồng Nai ","Dong Nai Port Joint Stock Company","Cảng Đồng Nai","2011-10-26",,"2250","VN000000PDN9",
"SCR","STOCK","HOSE","listed","Công ty Cổ phần Địa ốc Sài Gòn Thương Tín","Sai Gon Thuong Tin Real Estate Joint Stock Company","Địa ốc Sacomreal","2016-11-18",,"2254","VN000000SCR6",
"ASP","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Dầu khí An Pha","An Pha Petroleum Group Joint Stock Company","Dầu khí An Pha","2008-02-15",,"2257","VN000000ASP4",
"DQC","STOCK","HOSE","listed","Công ty Cổ phần Bóng đèn Điện Quang","Dien Quang Lamp Joint Stock Company","Đèn Điện Quang","2008-02-21",,"2261","VN000000DQC0",
"DXV","STOCK","HOSE","listed","Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng","Da Nang Construction Building Materials And Cement Joint Stock Company","VLXD Đà Nẵng","2008-02-26",,"2262","VN000000DXV6",
"HT1","STOCK","HOSE","listed","Công ty cổ phần xi măng VICEM Hà Tiên","VICEM Ha Tien Cement Joint Stock Company","Xi măng VICEM Hà Tiên","2007-11-13",,"741","VN000000HT12",
"SSI","STOCK","HOSE","listed","Công ty Cổ phần chứng khoán SSI","SSI Securities Corporation","Chứng khoán SSI","2007-10-29",,"770","VN000000SSI1","VN30"
"SVC","STOCK","HOSE","listed","Công ty Cổ phần dịch vụ tổng hợp Sài Gòn ","Sai Gon General Service Corporation","DV tổng hợp SG","2009-06-01",,"778","VN000000SVC8",
"CSG","STOCK","HOSE","delisted","Công ty Cổ phần Cáp Sài Gòn","Sai Gon Cable Corporation",,"2009-07-10","2012-10-03","2321",,
"PNJ","STOCK","HOSE","listed","Công ty Cổ phần Vàng bạc đá quý Phú Nhuận","Phu Nhuan Jewelry Joint Stock Company","Vàng Phú Nhuận","2009-03-23",,"791","VN000000PNJ6",
"ICT","STOCK","HOSE","listed","Công ty cổ phần Viễn thông - Tin học Bưu điện","JOINT STOCK COMPANY FOR TELECOMS AND INFORMATICS","Tin học Bưu điện","2020-01-15",,"816","VN000000ICT3",
"FPT","STOCK","HOSE","listed","Công ty Cổ phần FPT","FPT Corporation","CTCP FPT","2006-12-13",,"829","VN000000FPT1","VN30"
"DMC","STOCK","HOSE","listed","Công ty Cổ phần Xuất nhập khẩu Y tế Domesco","Domesco Medical Import - Export  Joint Stock Corporation","XNK Y tế Domesco","2006-12-25",,"887","VN000000DMC9",
"CNG","STOCK","HOSE","listed","Công ty Cổ phần CNG Việt Nam","Clean Natural Gas Vietnam Joint Stock Company","CTCP CNG Việt Nam","2011-11-23",,"3394","VN000000CNG0",
"SII","STOCK","HOSE","listed","Công ty Cổ phần Hạ tầng Nước Sài Gòn","Sai Gon Water Infrastructure Corporation","Hạ tầng Nước SG","2012-09-12",,"3444","VN000000SII2",
"BAS","STOCK","HOSE","delisted","Công ty Cổ phần BASA","BASA Joint Stock Company",,"2008-11-11","2012-05-02","2392",,
"DSN","STOCK","HOSE","listed","Công ty Cổ phần Công viên nước Đầm Sen","Dam Sen Water Park Corporation","CVN Đầm Sen","2010-10-26",,"3026","VN000000DSN3",
"PTC","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư ICAPITAL","ICAPITAL investment joint stock company","Công ty Cổ phần ICAPITAL","2008-12-15",,"997","VN000000PTC8",
"BCI","STOCK","HOSE","delisted","Công ty Cổ phần Đầu tư xây dựng Bình Chánh ","Binh Chanh Construction Investment Shareholding Company","Đầu tư XD Bình Chánh","2009-03-16","2018-02-22","2443","VN000000BCI1",
"HTI","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO","Idico Infrastructure Development Investment Joint Stock Company","ĐTPT Hạ tầng IDICO","2010-12-20",,"3071","VN000000HTI2",
"PAN","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn PAN","The PAN Group Joint Stock Company","CTCP Tập đoàn PAN","2021-09-07",,"1264","VN000000PAN5",
"BHS","STOCK","HOSE","delisted","Công ty TNHH một thành viên Đường TTC Biên Hòa - Đồng Nai","TTC Bien Hoa - Dong Nai Sugar One Member Limited Company","Đường TTC Biên Hòa - Đồng Nai","2006-12-20","2017-08-29","1280","VN000000BHS9",
"VID","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông","Vien Dong Investment Development Trading Corporation","T.mại Viễn Đông","2006-12-25",,"1286","VN000000VID7",
"PHT","STOCK","HOSE","delisted","Công ty Cổ phần Sản xuất và Thương mại Phúc Tiến ","Phuc Tien Trade-Manufacture Joint Stock Company",,"2009-09-28","2013-01-23","2536",,
"DRC","STOCK","HOSE","listed","Công ty Cổ phần Cao Su Đà Nẵng","Da Nang Rubber Joint Stock Company","Cao Su Đà Nẵng","2006-12-29",,"1344","VN000000DRC8",
"TV2","STOCK","HOSE","listed","Công ty Cổ phần Tư vấn Xây dựng điện 2","Power Engineering Consulting Joint Stock Stock Company 2","Tư vấn XD điện 2","2019-06-06",,"2550","VN000000TV22",
"GAB","STOCK","HOSE","listed","CÔNG TY CỔ PHẦN ĐẦU TƯ KHAI KHOÁNG & QUẢN LÝ TÀI SẢN FLC","FLC MINING INVESTMENT & ASSET MANAGEMENT JOINT STOCK COMPANY","Kh.khoáng & QLTS FLC","2019-07-11",,"10025","VN000000GAB9",
"FBT","STOCK","HOSE","delisted","Công ty Cổ phần Xuất nhập khẩu lâm thủy sản Bến Tre","Ben Tre Forestry And Aquaproduct Import Export Joint Stock Company",,"2008-01-14","2013-06-14","1402",,
"PVT","STOCK","HOSE","listed","Tổng Công ty Cổ phần Vận tải dầu khí","Petrovietnam Transportation Corporation","TCT V.tải dầu khí","2007-12-10",,"1453","VN000000PVT8",
"BTP","STOCK","HOSE","listed","Công ty Cổ phần Nhiệt điện Bà Rịa","Ba Ria Thermal Power Joint Stock Company","Nh.điện Bà Rịa","2009-11-25",,"1454","VN000000BTP0",
"ACL","STOCK","HOSE","listed","Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang","Cuulong Fish Joint Stock Company","XNK Thủy sản Cửu Long An Giang","2007-09-05",,"1506","VN000000ACL7",
"DVP","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư và Phát triển cảng Đình Vũ","Dinh Vu Port Investment And Development Joint Stock Company","Cảng Đình Vũ","2009-12-01",,"2591","VN000000DVP2",
"DXG","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Đất Xanh","Dat Xanh Group Joint Stock Company","Dat Xanh Group","2009-12-22",,"2624","VN000000DXG7",
"TPB","STOCK","HOSE","listed","Ngân hàng Thương mại cổ phần Tiên Phong","Tien Phong Commercial Joint Stock Bank","Ng.hàng Tiên Phong","2018-04-19",,"2627","VN000000TPB0","VN30"
"DVD","STOCK","HOSE","delisted","Công ty Cổ phần Dược phẩm Viễn Đông","Vien Dong Pharmaceutical Joint Stock Company",,"2009-12-22","2011-09-01","2629",,
"TDC","STOCK","HOSE","listed","Công ty Cổ phần Kinh doanh và Phát triển Bình Dương","BinhDuong Trade And Development Joint Stock Company","KD P.triển Bình Dg","2010-05-04",,"2639","VN000000TDC4",
"VIX","STOCK","HOSE","listed","CÔNG TY CỔ PHẦN CHỨNG KHOÁN VIX","VIX SECURITIES JOINT STOCK COMPANY","CHỨNG KHOÁN VIX","2021-01-08",,"2643","VN000000VIX5",
"SHI","STOCK","HOSE","listed","Công ty Cổ phần Quốc tế Sơn Hà","Son Ha International Corporation","Quốc tế Sơn Hà","2009-12-30",,"2645","VN000000SHI4",
"KSS","STOCK","HOSE","delisted","Công ty Cổ phần Khoáng sản Na Rì Hamico","Nari Hamico Minerals Joint Stock Company","Khoáng sản Na Rì Hamico","2010-01-04","2016-08-12","2646","VN000000KSS7",
"SEC","STOCK","HOSE","delisted","Công ty Cổ phần Mía đường - Nhiệt điện Gia Lai","Gia Lai Cane Sugar Thermoelectricity Joint Stock Company",,"2010-01-06","2015-09-25","2649",,
"FDC","STOCK","HOSE","listed","Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh","Foreign Trade Development And Investement Corporation Of Ho Chi Minh City","P.triển Đ.tư HCM","2010-01-18",,"2652","VN000000FDC3",
"AGD","STOCK","HOSE","delisted","Công ty Cổ phần Gò Đàng","Godaco Seafood Joint Stock Company",,"2010-01-07","2013-08-27","2653",,
"TLH","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn thép Tiến Lên","Tienlen Steel Corporation Joint Stock Company","Thép Tiến Lên","2010-03-16",,"2657","VN000000TLH6",
"DHA","STOCK","HOSE","listed","Công ty Cổ phần Hoá An","Hoa An Joint stock company","CTCP Hoá An","2004-04-14",,"92","VN000000DHA3",
"REE","STOCK","HOSE","listed","Công ty Cổ phần Cơ điện lạnh","Refrigeration Electrical Engineering Corporation","CTCP Cơ điện lạnh","2000-07-28",,"93","VN000000REE2",
"TLG","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Thiên Long","Thien Long Group Corporation","Thiên Long Group","2010-03-26",,"2694","VN000000TLG8",
"CTI","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO","Cuong Thuan Idico Development Investment Corporation","Cường Thuận IDICO","2010-03-19",,"2717","VN000000CTI3",
"NVN","STOCK","HOSE","delisted","Công ty Cổ phần Nhà Việt Nam","House Viet Nam Joint Stock Company",,"2010-03-30","2015-05-04","2732",,
"DAG","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Nhựa Đông Á","Donga Plastic Group Joint Stock Company","TĐ Nhựa Đông Á","2010-04-08",,"2740","VN000000DAG5",
"TTF","STOCK","HOSE","listed","Công ty Cổ phần Tập đoàn Kỹ nghệ gỗ Trường Thành ","Truong Thanh Furniture Corporation","Gỗ Trường Thành","2008-02-18",,"2057","VN000000TTF3",
"HU1","STOCK","HOSE","listed","Công ty Cổ phần Đầu tư và Xây dựng HUD1","HUD1 Investment And Construction Joint Stock Company","ĐT Xây dựng HUD1","2011-11-03",,"2794","VN000000HU19",
"TNT","STOCK","HOSE","listed","Công ty cổ phần tập đoàn TNT","TNT Group Joint Stock Company","Công ty cổ phần tập đoàn TNT","2010-05-21",,"2795","VN000000TNT7",
"ORS","STOCK","HOSE","listed","Công ty Cổ phần Chứng khoán Tiên Phong","Tien Phong Securites Corporation","CK Tiên Phong","2021-11-04",,"2210","VN000000ORS1",
"SBC","STOCK","HOSE","delisted","Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn ","Saigon Beer Transportation Joint Stock Company",,"2010-06-02","2015-02-11","2797",,
"SBA","STOCK","HOSE","listed","Công ty Cổ phần Sông Ba","Song Ba Joint Stock Company","CTCP Sông Ba","2010-06-01",,"2800","VN000000SBA4",
"DTL","STOCK","HOSE","listed","Công ty Cổ phần Đại Thiên Lộc ","Dai Thien Loc Corporation","CTCP Đại Thiên Lộc","2010-06-04",,"2802","VN000000DTL5",
"NNC","STOCK","HOSE","listed","Công ty Cổ phần Đá Núi Nhỏ","Nui Nho Stone Joint Stock Co","CTCP Đá Núi Nhỏ","2010-06-23",,"2815","VN000000NNC6",
"CSM","STOCK","HOSE","listed","Công ty Cổ phần Công nghiệp Cao su Miền Nam","The Sounthern Rubber Industry Joint Stock Company","Cao su Miền Nam","2009-08-11",,"465","VN000000CSM7",
"GIL","STOCK","HOSE","listed","Công ty Cổ phần Sản Xuất Kinh Doanh Xuất Nhập Khẩu Bình Thạnh","BINHTHANH JOINT STOCK COMPANY","XNK Bình Thạnh","2002-01-02",,"497","VN000000GIL1",
"VSH","STOCK","HOSE","listed","Công ty Cổ phần Thủy điện Vĩnh Sơn – Sông Hinh","Vinh Son - Song Hinh Hydropower Joint Stock Company","Th.điện V.Sơn SH","2006-07-18",,"500","VN000000VSH7",
"DAH","STOCK","HOSE","listed","Công ty cổ phần Tập đoàn Khách sạn Đông Á","Dong A Hotel Group Joint Stock Company","Khách Sạn Đông Á","2016-10-10",,"4876","VN000000DAH3",
"VNM","STOCK","HOSE","listed","Công ty Cổ phần Sữa Việt Nam","Vietnam Dairy Products Joint Stock Company","VINAMILK","2006-01-19",,"596","VN000000VNM8","VN30"
"TCB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Kỹ Thương Việt Nam - Techcombank","Vietnam Technological and Commercial Join Stock Bank","Techcombank","2018-06-04",,"658","VN000000TCB8","VN30"
"SSB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Đông Nam Á","SOUTHEAST ASIA COMMERCIAL JOINT STOCK BANK","Ngân hàng TMCP Đông Nam Á","2021-03-24",,"731","VN000000SSB6",
"BHN","STOCK","HOSE","listed","Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội","Hanoi Beer Alcohol And Beverage Joint Stock Corporation","TCT Bia Hà Nội","2017-01-19",,"2307","VN000000BHN0",
"SHB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội ","SaiGon Ha Noi Comercial Join Stock Bank","Ngân hàng SG HN","2021-10-11",,"773","VN000000SHB9",
"VIB","STOCK","HOSE","listed","Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam","Vietnam International Commercial Joint Stock Bank","VIB Bank","2020-11-10",,"780","VN000000VIB1","VN30"
"SSC","STOCK","HOSE","listed","Công ty Cổ phần Giống cây trồng miền Nam ","Southern Seed Joint-stock Company","Giống cây miền Nam","2021-09-06",,"797","VN000000SSC4",
